timestamp,route_id,stop_id,day_of_week,time_of_day,weather_temp,weather_precip,traffic_index,scheduled_minute_of_day,delay_min
2025-09-01T14:40:00,R1,S2,0,14.666666666666666,8.08,0.033,1.0,880,3.12
2025-09-01T14:50:00,R5,S2,0,14.833333333333334,4.62,0.039,1.0,890,2.52
2025-09-01T15:00:00,R4,S3,0,15.0,6.24,0.0,1.0,900,4.25
2025-09-01T15:10:00,R4,S5,0,15.166666666666666,7.38,0.095,1.0,910,3.69
2025-09-01T15:20:00,R1,S10,0,15.333333333333334,7.93,0.0,1.0,920,6.24
2025-09-01T15:30:00,R5,S5,0,15.5,8.89,0.0,1.0,930,4.86
2025-09-01T15:40:00,R3,S3,0,15.666666666666666,6.93,0.201,1.0,940,3.01
2025-09-01T15:50:00,R1,S8,0,15.833333333333334,4.65,0.0,1.0,950,9.68
2025-09-01T16:00:00,R3,S6,0,16.0,8.6,0.057,1.0,960,6.37
2025-09-01T16:10:00,R1,S3,0,16.166666666666668,6.26,0.0,1.0,970,-0.29
2025-09-01T16:20:00,R3,S7,0,16.333333333333332,8.23,0.0,1.0,980,3.76
2025-09-01T16:30:00,R4,S10,0,16.5,7.11,0.0,1.0,990,3.61
2025-09-01T16:40:00,R3,S7,0,16.666666666666668,6.77,0.0,1.0,1000,2.68
2025-09-01T16:50:00,R1,S8,0,16.833333333333332,5.34,0.0,1.0,1010,4.1
2025-09-01T17:00:00,R1,S5,0,17.0,3.39,0.068,1.5,1020,-0.42
2025-09-01T17:10:00,R4,S5,0,17.166666666666668,4.85,0.05,1.5,1030,4.66
2025-09-01T17:20:00,R5,S5,0,17.333333333333332,8.0,0.0,1.5,1040,5.32
2025-09-01T17:30:00,R4,S1,0,17.5,6.25,0.0,1.5,1050,3.63
2025-09-01T17:40:00,R1,S7,0,17.666666666666668,6.93,0.037,1.5,1060,1.72
2025-09-01T17:50:00,R2,S10,0,17.833333333333332,6.07,0.0,1.5,1070,6.51
2025-09-01T18:00:00,R5,S3,0,18.0,6.73,0.0,1.5,1080,5.44
2025-09-01T18:10:00,R4,S7,0,18.166666666666668,6.33,0.0,1.5,1090,7.19
2025-09-01T18:20:00,R4,S1,0,18.333333333333332,10.59,0.0,1.5,1100,2.2
2025-09-01T18:30:00,R2,S5,0,18.5,10.66,0.0,1.5,1110,1.88
2025-09-01T18:40:00,R2,S1,0,18.666666666666668,2.04,0.0,1.5,1120,1.92
2025-09-01T18:50:00,R4,S8,0,18.833333333333332,6.97,0.0,1.5,1130,11.53
2025-09-01T19:00:00,R3,S5,0,19.0,4.49,0.142,1.5,1140,6.28
2025-09-01T19:10:00,R3,S3,0,19.166666666666668,3.64,0.17,1.5,1150,9.89
2025-09-01T19:20:00,R3,S7,0,19.333333333333332,8.64,0.336,1.5,1160,3.79
2025-09-01T19:30:00,R2,S7,0,19.5,2.86,0.25,1.5,1170,8.76
2025-09-01T19:40:00,R3,S9,0,19.666666666666668,6.05,0.0,1.5,1180,9.31
2025-09-01T19:50:00,R5,S2,0,19.833333333333332,6.29,0.047,1.5,1190,5.34
2025-09-01T20:00:00,R4,S7,0,20.0,5.38,0.0,1.0,1200,6.57
2025-09-01T20:10:00,R1,S5,0,20.166666666666668,6.52,0.0,1.0,1210,4.34
2025-09-01T20:20:00,R5,S4,0,20.333333333333332,3.21,0.0,1.0,1220,8.43
2025-09-01T20:30:00,R5,S3,0,20.5,9.39,0.0,1.0,1230,4.75
2025-09-01T20:40:00,R2,S6,0,20.666666666666668,10.4,0.109,1.0,1240,8.77
2025-09-01T20:50:00,R4,S7,0,20.833333333333332,7.57,0.022,1.0,1250,8.81
2025-09-01T21:00:00,R2,S8,0,21.0,8.4,0.0,1.0,1260,-1.38
2025-09-01T21:10:00,R1,S9,0,21.166666666666668,5.74,0.0,1.0,1270,5.75
2025-09-01T21:20:00,R1,S9,0,21.333333333333332,9.54,0.098,1.0,1280,-0.54
2025-09-01T21:30:00,R2,S6,0,21.5,2.88,0.0,1.0,1290,3.33
2025-09-01T21:40:00,R4,S6,0,21.666666666666668,2.15,0.0,1.0,1300,4.23
2025-09-01T21:50:00,R2,S8,0,21.833333333333332,7.02,0.0,1.0,1310,1.08
2025-09-01T22:00:00,R4,S3,0,22.0,6.16,0.01,1.0,1320,6.77
2025-09-01T22:10:00,R1,S9,0,22.166666666666668,5.22,0.0,1.0,1330,1.22
2025-09-01T22:20:00,R2,S3,0,22.333333333333332,6.07,0.0,1.0,1340,-0.21
2025-09-01T22:30:00,R5,S3,0,22.5,10.21,0.0,1.0,1350,4.51
2025-09-01T22:40:00,R2,S2,0,22.666666666666668,4.88,0.107,1.0,1360,3.34
2025-09-01T22:50:00,R3,S8,0,22.833333333333332,6.06,0.064,1.0,1370,3.74
2025-09-01T23:00:00,R3,S5,0,23.0,5.22,0.0,1.0,1380,2.07
2025-09-01T23:10:00,R4,S8,0,23.166666666666668,3.25,0.0,1.0,1390,9.0
2025-09-01T23:20:00,R3,S9,0,23.333333333333332,7.44,0.0,1.0,1400,5.53
2025-09-01T23:30:00,R5,S4,0,23.5,6.03,0.0,1.0,1410,1.73
2025-09-01T23:40:00,R5,S5,0,23.666666666666668,4.77,0.0,1.0,1420,0.53
2025-09-01T23:50:00,R3,S3,0,23.833333333333332,4.99,0.0,1.0,1430,0.16
2025-09-02T00:00:00,R4,S4,1,0.0,9.57,0.056,1.0,0,6.74
2025-09-02T00:10:00,R2,S3,1,0.16666666666666666,6.35,0.0,1.0,10,0.32
2025-09-02T00:20:00,R1,S1,1,0.3333333333333333,4.13,0.0,1.0,20,1.43
2025-09-02T00:30:00,R5,S8,1,0.5,8.05,0.0,1.0,30,11.13
2025-09-02T00:40:00,R3,S3,1,0.6666666666666666,3.4,0.0,1.0,40,5.09
2025-09-02T00:50:00,R5,S3,1,0.8333333333333334,4.9,0.0,1.0,50,2.94
2025-09-02T01:00:00,R5,S5,1,1.0,6.3,0.0,1.0,60,2.31
2025-09-02T01:10:00,R4,S1,1,1.1666666666666667,5.72,0.249,1.0,70,0.78
2025-09-02T01:20:00,R4,S9,1,1.3333333333333333,5.05,0.0,1.0,80,7.37
2025-09-02T01:30:00,R1,S9,1,1.5,6.4,0.0,1.0,90,5.85
2025-09-02T01:40:00,R2,S2,1,1.6666666666666665,4.87,0.0,1.0,100,4.41
2025-09-02T01:50:00,R4,S9,1,1.8333333333333335,2.94,0.0,1.0,110,5.24
2025-09-02T02:00:00,R2,S5,1,2.0,7.48,0.0,1.0,120,-1.68
2025-09-02T02:10:00,R4,S3,1,2.1666666666666665,4.9,0.0,1.0,130,4.04
2025-09-02T02:20:00,R2,S5,1,2.3333333333333335,8.21,0.0,1.0,140,1.57
2025-09-02T02:30:00,R4,S3,1,2.5,7.26,0.0,1.0,150,8.22
2025-09-02T02:40:00,R5,S7,1,2.6666666666666665,7.35,0.078,1.0,160,4.59
2025-09-02T02:50:00,R2,S1,1,2.8333333333333335,6.94,0.179,1.0,170,0.69
2025-09-02T03:00:00,R5,S8,1,3.0,6.37,0.0,1.0,180,4.93
2025-09-02T03:10:00,R3,S10,1,3.1666666666666665,6.88,0.0,1.0,190,3.56
2025-09-02T03:20:00,R3,S4,1,3.3333333333333335,6.99,0.009,1.0,200,2.34
2025-09-02T03:30:00,R4,S3,1,3.5,7.94,0.0,1.0,210,2.92
2025-09-02T03:40:00,R5,S5,1,3.6666666666666665,2.12,0.0,1.0,220,1.78
2025-09-02T03:50:00,R5,S8,1,3.8333333333333335,6.24,0.0,1.0,230,10.43
2025-09-02T04:00:00,R2,S7,1,4.0,7.86,0.137,1.0,240,-2.93
2025-09-02T04:10:00,R2,S6,1,4.166666666666667,3.24,0.0,1.0,250,6.93
2025-09-02T04:20:00,R3,S10,1,4.333333333333333,7.47,0.124,1.0,260,11.61
2025-09-02T04:30:00,R3,S6,1,4.5,5.28,0.0,1.0,270,1.45
2025-09-02T04:40:00,R5,S1,1,4.666666666666667,6.34,0.044,1.0,280,2.57
2025-09-02T04:50:00,R4,S10,1,4.833333333333333,8.27,0.0,1.0,290,3.77
2025-09-02T05:00:00,R2,S8,1,5.0,5.66,0.06,1.0,300,0.96
2025-09-02T05:10:00,R1,S1,1,5.166666666666667,7.71,0.027,1.0,310,-0.77
2025-09-02T05:20:00,R1,S9,1,5.333333333333333,7.03,0.0,1.0,320,9.23
2025-09-02T05:30:00,R4,S9,1,5.5,2.64,0.0,1.0,330,9.59
2025-09-02T05:40:00,R5,S3,1,5.666666666666667,6.76,0.0,1.0,340,1.02
2025-09-02T05:50:00,R3,S8,1,5.833333333333333,6.42,0.019,1.0,350,6.58
2025-09-02T06:00:00,R1,S10,1,6.0,4.62,0.0,1.0,360,5.21
2025-09-02T06:10:00,R4,S1,1,6.166666666666667,9.39,0.172,1.0,370,1.97
2025-09-02T06:20:00,R1,S6,1,6.333333333333333,4.22,0.319,1.0,380,2.62
2025-09-02T06:30:00,R3,S10,1,6.5,6.31,0.0,1.0,390,8.08
2025-09-02T06:40:00,R1,S4,1,6.666666666666667,5.88,0.062,1.0,400,21.32
2025-09-02T06:50:00,R1,S4,1,6.833333333333333,7.9,0.152,1.0,410,-4.36
2025-09-02T07:00:00,R4,S6,1,7.0,8.74,0.0,1.0,420,2.04
2025-09-02T07:10:00,R1,S6,1,7.166666666666667,3.95,0.0,1.0,430,2.55
2025-09-02T07:20:00,R5,S5,1,7.333333333333333,7.81,0.0,1.0,440,4.33
2025-09-02T07:30:00,R1,S7,1,7.5,4.17,0.225,1.0,450,4.75
2025-09-02T07:40:00,R1,S2,1,7.666666666666667,4.6,0.477,1.0,460,1.71
2025-09-02T07:50:00,R5,S10,1,7.833333333333333,4.84,0.039,1.0,470,6.25
2025-09-02T08:00:00,R1,S4,1,8.0,5.97,0.0,1.5,480,4.07
2025-09-02T08:10:00,R5,S3,1,8.166666666666666,11.34,0.0,1.5,490,2.08
2025-09-02T08:20:00,R4,S1,1,8.333333333333334,8.98,0.0,1.5,500,-3.48
2025-09-02T08:30:00,R1,S10,1,8.5,3.84,0.0,1.5,510,5.41
2025-09-02T08:40:00,R2,S5,1,8.666666666666666,5.9,0.0,1.5,520,5.88
2025-09-02T08:50:00,R1,S7,1,8.833333333333334,5.48,0.0,1.5,530,3.99
2025-09-02T09:00:00,R1,S5,1,9.0,6.02,0.0,1.5,540,3.89
2025-09-02T09:10:00,R2,S10,1,9.166666666666666,6.4,0.0,1.5,550,4.91
2025-09-02T09:20:00,R3,S6,1,9.333333333333334,5.5,0.0,1.5,560,4.31
2025-09-02T09:30:00,R1,S9,1,9.5,6.67,0.0,1.5,570,5.36
2025-09-02T09:40:00,R4,S1,1,9.666666666666666,4.89,0.127,1.5,580,14.25
2025-09-02T09:50:00,R4,S5,1,9.833333333333334,6.85,0.0,1.5,590,1.55
2025-09-02T10:00:00,R4,S7,1,10.0,5.15,0.0,1.5,600,8.85
2025-09-02T10:10:00,R2,S3,1,10.166666666666666,3.09,0.0,1.5,610,5.72
2025-09-02T10:20:00,R1,S10,1,10.333333333333334,2.04,0.0,1.5,620,9.89
2025-09-02T10:30:00,R3,S10,1,10.5,5.11,0.103,1.5,630,7.0
2025-09-02T10:40:00,R4,S8,1,10.666666666666666,6.43,0.0,1.5,640,6.35
2025-09-02T10:50:00,R5,S1,1,10.833333333333334,6.82,0.0,1.5,650,-0.13
2025-09-02T11:00:00,R5,S10,1,11.0,6.54,0.316,1.0,660,5.25
2025-09-02T11:10:00,R4,S6,1,11.166666666666666,5.12,0.0,1.0,670,2.17
2025-09-02T11:20:00,R5,S3,1,11.333333333333334,6.59,0.0,1.0,680,1.46
2025-09-02T11:30:00,R3,S7,1,11.5,8.26,0.0,1.0,690,19.72
2025-09-02T11:40:00,R3,S5,1,11.666666666666666,9.44,0.009,1.0,700,8.51
2025-09-02T11:50:00,R5,S1,1,11.833333333333334,5.88,0.0,1.0,710,6.42
2025-09-02T12:00:00,R1,S5,1,12.0,5.5,0.0,1.0,720,3.4
2025-09-02T12:10:00,R5,S1,1,12.166666666666666,3.15,0.0,1.0,730,1.6
2025-09-02T12:20:00,R1,S3,1,12.333333333333334,7.35,0.0,1.0,740,-2.86
2025-09-02T12:30:00,R1,S4,1,12.5,6.39,0.0,1.0,750,3.14
2025-09-02T12:40:00,R2,S3,1,12.666666666666666,7.42,0.0,1.0,760,-1.66
2025-09-02T12:50:00,R3,S4,1,12.833333333333334,2.82,0.047,1.0,770,6.56
2025-09-02T13:00:00,R3,S1,1,13.0,6.56,0.0,1.0,780,2.0
2025-09-02T13:10:00,R5,S9,1,13.166666666666666,3.08,0.071,1.0,790,4.4
2025-09-02T13:20:00,R3,S6,1,13.333333333333334,4.02,0.0,1.0,800,6.79
2025-09-02T13:30:00,R2,S6,1,13.5,3.56,0.0,1.0,810,2.82
2025-09-02T13:40:00,R4,S4,1,13.666666666666666,7.83,0.008,1.0,820,5.96
2025-09-02T13:50:00,R4,S9,1,13.833333333333334,5.29,0.0,1.0,830,7.0
2025-09-02T14:00:00,R1,S1,1,14.0,7.84,0.0,1.0,840,2.4
2025-09-02T14:10:00,R1,S5,1,14.166666666666666,7.09,0.254,1.0,850,2.16
2025-09-02T14:20:00,R3,S4,1,14.333333333333334,8.46,0.086,1.0,860,3.36
2025-09-02T14:30:00,R4,S1,1,14.5,3.39,0.0,1.0,870,5.0
2025-09-02T14:40:00,R3,S3,1,14.666666666666666,4.11,0.029,1.0,880,7.23
2025-09-02T14:50:00,R1,S1,1,14.833333333333334,7.03,0.056,1.0,890,-3.79
2025-09-02T15:00:00,R3,S4,1,15.0,7.94,0.0,1.0,900,4.45
2025-09-02T15:10:00,R5,S5,1,15.166666666666666,7.63,0.06,1.0,910,4.94
2025-09-02T15:20:00,R3,S6,1,15.333333333333334,8.65,0.0,1.0,920,1.95
2025-09-02T15:30:00,R4,S7,1,15.5,8.04,0.314,1.0,930,5.64
2025-09-02T15:40:00,R1,S8,1,15.666666666666666,2.84,0.034,1.0,940,-1.88
2025-09-02T15:50:00,R4,S10,1,15.833333333333334,5.6,0.0,1.0,950,2.89
2025-09-02T16:00:00,R1,S6,1,16.0,2.33,0.014,1.0,960,-0.62
2025-09-02T16:10:00,R5,S4,1,16.166666666666668,5.87,0.111,1.0,970,2.12
2025-09-02T16:20:00,R1,S9,1,16.333333333333332,10.82,0.0,1.0,980,1.61
2025-09-02T16:30:00,R5,S5,1,16.5,8.53,0.0,1.0,990,9.66
2025-09-02T16:40:00,R5,S10,1,16.666666666666668,5.16,0.0,1.0,1000,4.0
2025-09-02T16:50:00,R3,S10,1,16.833333333333332,5.21,0.248,1.0,1010,4.3
2025-09-02T17:00:00,R1,S6,1,17.0,5.45,0.042,1.5,1020,0.48
2025-09-02T17:10:00,R4,S7,1,17.166666666666668,6.89,0.0,1.5,1030,4.57
2025-09-02T17:20:00,R3,S10,1,17.333333333333332,10.91,0.0,1.5,1040,8.61
2025-09-02T17:30:00,R1,S2,1,17.5,5.47,0.0,1.5,1050,4.95
2025-09-02T17:40:00,R2,S8,1,17.666666666666668,7.29,0.0,1.5,1060,8.15
2025-09-02T17:50:00,R5,S1,1,17.833333333333332,2.7,0.0,1.5,1070,1.23
2025-09-02T18:00:00,R4,S2,1,18.0,4.52,0.0,1.5,1080,4.68
2025-09-02T18:10:00,R5,S6,1,18.166666666666668,-0.76,0.0,1.5,1090,3.39
2025-09-02T18:20:00,R3,S10,1,18.333333333333332,8.85,0.0,1.5,1100,2.4
2025-09-02T18:30:00,R3,S10,1,18.5,6.68,0.007,1.5,1110,6.72
2025-09-02T18:40:00,R2,S1,1,18.666666666666668,7.01,0.081,1.5,1120,5.65
2025-09-02T18:50:00,R1,S6,1,18.833333333333332,8.22,0.04,1.5,1130,8.6
2025-09-02T19:00:00,R3,S1,1,19.0,5.46,0.036,1.5,1140,1.5
2025-09-02T19:10:00,R1,S8,1,19.166666666666668,7.04,0.0,1.5,1150,24.21
2025-09-02T19:20:00,R5,S4,1,19.333333333333332,6.58,0.0,1.5,1160,5.74
2025-09-02T19:30:00,R3,S5,1,19.5,7.49,0.051,1.5,1170,11.29
2025-09-02T19:40:00,R5,S3,1,19.666666666666668,6.7,0.23,1.5,1180,10.13
2025-09-02T19:50:00,R5,S2,1,19.833333333333332,7.42,0.0,1.5,1190,5.76
2025-09-02T20:00:00,R1,S10,1,20.0,5.31,0.0,1.0,1200,4.38
2025-09-02T20:10:00,R1,S10,1,20.166666666666668,6.47,0.0,1.0,1210,1.7
2025-09-02T20:20:00,R2,S3,1,20.333333333333332,5.08,0.042,1.0,1220,4.03
2025-09-02T20:30:00,R5,S1,1,20.5,9.33,0.015,1.0,1230,3.8
2025-09-02T20:40:00,R4,S1,1,20.666666666666668,3.3,0.0,1.0,1240,-3.1
2025-09-02T20:50:00,R2,S6,1,20.833333333333332,4.16,0.0,1.0,1250,5.63
2025-09-02T21:00:00,R2,S5,1,21.0,3.64,0.201,1.0,1260,5.92
2025-09-02T21:10:00,R5,S8,1,21.166666666666668,7.5,0.0,1.0,1270,5.1
2025-09-02T21:20:00,R3,S2,1,21.333333333333332,3.15,0.313,1.0,1280,1.12
2025-09-02T21:30:00,R2,S7,1,21.5,5.72,0.0,1.0,1290,4.76
2025-09-02T21:40:00,R4,S3,1,21.666666666666668,3.7,0.1,1.0,1300,8.23
2025-09-02T21:50:00,R4,S10,1,21.833333333333332,6.89,0.047,1.0,1310,6.67
2025-09-02T22:00:00,R1,S6,1,22.0,7.49,0.0,1.0,1320,6.99
2025-09-02T22:10:00,R5,S6,1,22.166666666666668,6.59,0.059,1.0,1330,7.13
2025-09-02T22:20:00,R3,S2,1,22.333333333333332,4.85,0.0,1.0,1340,8.6
2025-09-02T22:30:00,R4,S8,1,22.5,6.46,0.0,1.0,1350,2.86
2025-09-02T22:40:00,R3,S2,1,22.666666666666668,5.31,0.0,1.0,1360,-2.47
2025-09-02T22:50:00,R4,S9,1,22.833333333333332,5.3,0.0,1.0,1370,-2.17
2025-09-02T23:00:00,R5,S7,1,23.0,7.77,0.051,1.0,1380,6.48
2025-09-02T23:10:00,R3,S10,1,23.166666666666668,4.27,0.0,1.0,1390,4.66
2025-09-02T23:20:00,R4,S7,1,23.333333333333332,6.19,0.0,1.0,1400,1.22
2025-09-02T23:30:00,R4,S10,1,23.5,5.76,0.0,1.0,1410,5.38
2025-09-02T23:40:00,R2,S1,1,23.666666666666668,5.71,0.0,1.0,1420,0.45
2025-09-02T23:50:00,R1,S7,1,23.833333333333332,4.2,0.0,1.0,1430,2.36
2025-09-03T00:00:00,R3,S9,2,0.0,4.98,0.0,1.0,0,6.32
2025-09-03T00:10:00,R1,S5,2,0.16666666666666666,8.92,0.0,1.0,10,5.57
2025-09-03T00:20:00,R5,S2,2,0.3333333333333333,6.24,0.023,1.0,20,2.26
2025-09-03T00:30:00,R2,S9,2,0.5,7.91,0.0,1.0,30,6.01
2025-09-03T00:40:00,R2,S8,2,0.6666666666666666,8.75,0.0,1.0,40,4.49
2025-09-03T00:50:00,R1,S5,2,0.8333333333333334,9.59,0.0,1.0,50,3.39
2025-09-03T01:00:00,R2,S4,2,1.0,4.82,0.105,1.0,60,1.65
2025-09-03T01:10:00,R1,S9,2,1.1666666666666667,7.17,0.008,1.0,70,1.88
2025-09-03T01:20:00,R3,S9,2,1.3333333333333333,9.57,0.0,1.0,80,5.91
2025-09-03T01:30:00,R4,S8,2,1.5,6.2,0.0,1.0,90,5.26
2025-09-03T01:40:00,R3,S10,2,1.6666666666666665,5.6,0.103,1.0,100,-0.21
2025-09-03T01:50:00,R4,S6,2,1.8333333333333335,5.15,0.0,1.0,110,9.22
